title,marks,condition,category,height,width,length,weight,create_date,target_group,is_painting_hint,is_icon_hint,is_coin_hint,is_doc_hint
Сошествие во ад / Воскресение (название изначальное); Воскресение Христово (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 19 век,"Размеры: В. 50, Ш. 60 (доска) / В. 60, Ш. 50 (доска)",NA,ИКОНА,50,60,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,0
Троица Ветхозаветная (название придуманное); Явление Аврааму трех ангелов (название изначальное); Явление Святой Троицы Аврааму в дубраве Мамре (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 19 век,"Размеры: В. 50, Ш. 45 (доска) / В. 45, Ш. 50 (доска)",NA,ИКОНА,50,45,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,0
Божья Матерь (название старое); Богоматерь (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 2 половина 19 век,"Размеры: В. 25, Ш. 20 (доска)",NA,ИКОНА,25,20,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,0
Иоанн Воин (название употребляемое); Святой Иоанн Воинственник (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 2 половина 19 век,"Стиль: Дерево: шпонки врезные торцевые    Размеры: В. 45, Ш. 33, Т. 5 / Т. 3 (доска)    Ссылка на каталоги / инвентари: Состояние: потертости по всей иконе; утрата красочного слоя снизу.",NA,ИКОНА,45,33,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,0
Усеченная глава Святого Пророка Иоанна Предтечи Крестителя (название последнее); Голова Иоанна Крестителя (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 2 половина 19 век,"Стиль: Дерево: шпонки врезные сквозные;  Ткань: паволока; Грунт, красный полимент (?); Резьба: цировка по золоту    Размеры: В. 45, Ш. 37, Т. 3 (доска)    Ссылка на каталоги / инвентари: Состояние: потертости по всей иконе до полимента.",NA,ИКОНА,45,37,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,1,0
Рождество Богородицы (название изначальное); Рождество Богоматери (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 19 век,"Стиль: Дерево: шпонки врезные сквозные; Ткань: паволока; Грунт, красный полимент (?); Резьба: цировка по золоту    Размеры: В. 45, Ш. 37, Т. 3 (доска)    Ссылка на каталоги / инвентари: Состояние: выкрошки до доски по нижнему полю.",NA,ИКОНА,45,37,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,1,0
Богоматерь Взыскание погибших (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век,"Стиль: Дерево: в несколько досок, шпонки врезные сквозные фигурные; Грунт, красный полимент (?); Резьба: цировка по золоту    Размеры: В. 70.3, Ш. 60, Т. 3 / Т. 3.6 (доска)    Ссылка на каталоги / инвентари: Состояние: трещины на стыках досок с утратой красочного слоя до доски.  В последнем источнике не указано ""в несколько досок"".",NA,ИКОНА,70.3,60,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,1,0
Богоматерь Взыскание погибших (название придуманное); Богоматерь Борская Взыскание погибших (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 2 половина 19 век,"Стиль: Дерево: в несколько досок, шпонки врезные сквозные фигурные; Грунт, красный полимент (?); Резьба: цировка по золоту    Размеры: В. 70.3, Ш. 60, Т. 3 / Т. 3.6 (доска)    Ссылка на каталоги / инвентари: Состояние: трещины на стыках досок с утратой красочного слоя до доски.",NA,ИКОНА,70.3,60,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,1,0
Сошествие во ад / Воскресение Христово (название изначальное); Сошествие во ад / Воскресение Христово и Праздники (название последнее)    Автор: Аноним (иконописец); Аноним (чеканщик)    Школа / Место издания: Россия ?,"Стиль: С басмой ?, Медь ? / Другое ?: поля, см. фото    Размеры: В. 31, Ш. 25 (доска)    Характер подписи: [Воскресение Христово] (в верхнем разделительном поле центрального клейма)    Ссылка на каталоги / инвентари: В источнике не указан оклад/басма, требуется уточнение.",NA,ИКОНА,31,25,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,1,1
Рождество Богородицы (название изначальное); Рождество Богоматери (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Размеры: В. 50, Ш. 60 (доска) / В. 60, Ш. 50 (доска)    Ссылка на каталоги / инвентари: Фото: ? может относиться к иконе с Рег. № 2.3./3880, требуется уточнение.",NA,ИКОНА,50,60,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,0
"Смоленская Богоматерь (название придуманное); Путеводительница / Богохранимая (название изначальное); Богоматерь Одигитрия Смоленская (название последнее)    В русском оригинале (переводе): Одигитрия (греческий, название изначальное)    Автор: Аноним (иконописец); Аноним (чеканщик) ?    Школа / Место издания: Россия","Стиль: С басмой ?/ С окладом ?, Медь ?/ Другое ?, поля, см. фото и Общий комментарий.    Размеры: В. 37, Ш. 31 (доска)    Ссылка на каталоги / инвентари: Фото: ?, может относитьсяк иконе с Рег. № 2.3./3879, т.к. в источнике не указано на наличие оклада/басмы, требуется уточнение.",NA,ИКОНА,37,31,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,1,0
Введение во храм (название употребляемое); Введение во храм Девы Марии (название изначальное)    Автор: Аноним (иконописец); Аноним (резчик)    Школа / Место издания: Россия ?,"Стиль: Другое: Резная ?, Дерево, см. фото; С басмой: поля ?, С венцами/накладками, Медь ?/  Другое ?, см. фото    Размеры: В. 30, Ш. 50 (доска) / В. 50, Ш. 30 (доска);  В. 35, Ш. 28 (доска)    Ссылка на каталоги / инвентари: В источнике не указана скульптурная техника, басма, несмотря на фото, требуется уточнение;  Размеры: последние взяты из надписи на фото, требуется уточнение.",NA,ИКОНА,30,50,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,1,0
"Богоматерь Федоровская  (название придуманное); Сладколобзающая /  Умиление (название изначальное); Богоматерь Умиление Федоровская (название последнее)    В русском оригинале (переводе): Гликофилуса / Елеуса (греческий, название изначальное)    Автор: Аноним (иконописец); Аноним (чеканщик)    Школа / Место издания: Россия","Стиль: С басмой ?: поля, средник, см. фото; С венцами/накладками ?: общий венец над головой Богоматери и младенца, см. фото;  Медь ?/ Другое ?: басма, венцы    Размеры: В. 30, Ш. 33 (доска) / В. 33, Ш. 30 (доска); В. 70, Ш. 58 (доска)    Ссылка на каталоги / инвентари: В источнике не указано наличие оклада/басмы, требуется уточнение.  Размеры: последние взяты из надписи на фото, требуется уточнение.",NA,ИКОНА,30,33,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,1,0
Святые месяца (название употребляемое); Минея на март (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Размеры: В. 36, Ш. 30 (доска)    Характер подписи: ( см. фото)",NA,ИКОНА,36,30,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,1
Сошествие во ад / Воскресение (название изначальное); Воскресение Христово (название употребляемое) # Рождество Богородицы (название изначальное); Рождество Богоматери (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Размеры: В. 30, Ш. 25 (без обрамления ?/ в обрамлении ?)",NA,ИКОНА,30,25,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,0
Сошествие во ад / Воскресение (название изначальное); Воскресение Христово (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Размеры: В. 30, Ш. 25 (без обрамления ?/ в обрамлении ?)",NA,ИКОНА,30,25,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,0,0,0
Рождество Богородицы (название изначальное); Рождество Богоматери (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Размеры: В. 30, Ш. 25 (без обрамления ?/ в обрамлении ?)",NA,ИКОНА,30,25,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,0
Святые месяца (название употребляемое); Минея на июнь (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 20 век ?,"Размеры: В. 37, Ш. 30 (доска)    Характер подписи: [?] (верхнее поле, см. фото)",NA,ИКОНА,37,30,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,1
Святой Максим и Василий Блаженные Московские и Предстоящие Святые (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век,"Стиль: Золочение: нимбы; Коричневый, Черный: фон (средник)    Размеры: В. 24.8, Ш. 20.9 (доска) / В. 20.9, Ш. 24.8 (доска)    Ссылка на каталоги / инвентари: Состояние: доска изъедена жучком, покоробилась, потрескалась; потемнение живописи.",NA,ИКОНА,24.8,20.9,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,0
"Богоматерь Страстная (название старое); Путеводительница / Богохранимая (название изначальное); Богоматерь Одигитрия (название употребляемое);  Богоматерь Заступница (название придуманное); Богоматерь Одигитрия Страстная и Предстоящий Святой (название последнее)    В русском оригинале (переводе): Одигитрия (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 19 век","Стиль: Золочение: фон    Размеры: В. 17, Ш. 15.3 (доска)    Характер подписи: ? (по сторонам, красные)",NA,ИКОНА,17,15.3,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,1
Святой Николай Чудотворец (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Размеры: В. 31, Ш. 25 (доска)    Характер подписи: (см. Название); (текст раскрытого Евангелия в 4 строки, см. фото)",NA,ИКОНА,31,25,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,1
Успение Богоматери (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век,"Стиль: Темпера ?    Размеры: В. 99, Ш. 77 (доска) / В. 77, Ш. 99 (доска)",NA,ИКОНА,99,77,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,0
Богоматерь Казанская (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия,"Размеры: В. 31, Ш. 25 (доска)    Характер подписи: [Мария Дева] (слева и справа от нимба Богоматери);[Иисус Христос] (выше нимба Христа); [?] (см. фото, над правым плечом Богоматери)",NA,ИКОНА,31,25,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,1
"Распятие Христово и Предстоящие (название употребляемое; верхняя часть) # Святая Троица (название изначальное); Отечество  (название употребляемое); Новозаветная Троица (название придуманное, нижняя часть)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?","Стиль: Другое: икона состоит из 4 частей /досок - креста/распятия, 2 икон с образами Предстоящих и 1 иконы в основании креста, см. фото    Размеры: В. 70, Ш. 30 (доска, с крестом)    Характер подписи: (см. фото)    Ссылка на каталоги / инвентари: В источнике  / списке не указаны размеры; размеры приняты по надписи на фото, требуется уточнение.",NA,ИКОНА,70,30,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,1
Распятие Христово и Предстоящие (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Размеры: Ш. 30 (крест)    Характер подписи: (см. фото)    Ссылка на каталоги / инвентари: Фото: диптих  В источнике  / списке не указаны размеры; размеры приняты по надписи на фото, требуется уточнение.",NA,ИКОНА,NA,30,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,0,0,1
Святая Троица (название изначальное); Отечество  (название употребляемое); Новозаветная Троица (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Размеры: Ш. 30 (доска)    Характер подписи: (см. фото)    Ссылка на каталоги / инвентари: Фото: диптих  В источнике  / списке не указаны размеры; размеры приняты по надписи на фото, требуется уточнение.",NA,ИКОНА,NA,30,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,1
"Катание (название придуманное); Тройка (название употребляемое)    Автор: Буторин Станислав Александрович (художник)    Школа / Место издания: Россия, Палех    Художественно-производственные мастерские Палехского отделения Худфонда РСФСР    Период оригинала: 3 четверть 20 век","Стиль: Черный: внешние стороны    Размеры: В. 4.6, Ш. 5.6 (крышка); Гл. / В. 2.7 (коробка)    Характер подписи: С.Буторин.    Ссылка на каталоги / инвентари: Крышка отъемная.",NA,ЖИВОПИСЬ,4.6,5.6,NA,NA,2016-06-14T12:45:15+03:00,ART,0,0,0,1
Покров Богоматери (название изначальное); Покров Пресвятой Богородицы (название рукописное; русский; верхнее поле)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Размеры: В. 25, Ш. 27(доска) / В. 27, Ш. 25 (доска); В. 73, Ш. 56 (доска)    Характер подписи: (см. Название); [?] (рукописная, правое боковое поле)    Ссылка на каталоги / инвентари: Размеры: последние взяты из надписи на фото, требуется уточнение.",NA,ИКОНА,25,27,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,1
Святые перед образом Богоматери Казанской (название придуманное); Богоматерь Казанская (название изменяемое)    Автор: Аноним (иконописец); Аноним (чеканщик)    Школа / Место издания: Россия    Период оригинала: 1 половина 19 век,"Стиль: С басмой: Медь ?/ Другое ?, поля, риза и венцы Богоматери, см. фото и Общий комментарий.    Размеры: В. 72, Ш. 55 (доска)    Ссылка на каталоги / инвентари: Описание изображений: по фото трудно разобрать верхние фигуры, предположительно Ангелы, требуется уточнение.  В источнике: басма / оклад не указаны, приняты по фото, требуется уточнение.",NA,ИКОНА,72,55,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,1,0
Анненков Иван Александрович (название изначальное)    Автор: Кипренский Орест Адамович (с оригинала); Смирнов Петр Васильевич (литограф)    Школа / Место издания: Россия    Период оригинала: 3 четверть 19 век,"Размеры: В. 40.5, Ш. 36.1 (лист ?, доска ?)    Ссылка на каталоги / инвентари: Состояние: надрывы края с частичной утратой поля слева, изломы поля; пятна на полях.",NA,ОТТИСК,40.5,36.1,NA,NA,2016-06-14T12:45:15+03:00,ART,0,1,0,0
Александр I (название употребляемое)    Автор: Аткинсон Джон Август (с оригинала); Валкер Д. (гравер)    Школа / Место издания: Англия / Великобритания    Период оригинала: 1 четверть 19 век,"Стиль: Гравюра на металле: черная манера    Размеры: В. 60, Ш. 39 (лист ?, доска ?)    Ссылка на каталоги / инвентари: Состояние: загрязнение по кромкам.",NA,ОТТИСК,60,39,NA,NA,2016-06-14T12:45:15+03:00,ART,0,1,0,0
"Смоленская Богоматерь (название придуманное); Путеводительница / Богохранимая (название изначальное); Богоматерь Одигитрия Смоленская (название последнее)    В русском оригинале (переводе): Одигитрия (греческий, название изначальное)    Автор: Аноним (иконописец); Аноним (чеканщик)    Школа / Место издания: Россия    Период оригинала: 19 век","Стиль: С окладом ? / С басмой ?, Медь, поля, см. фото и Общий комментарий.    Размеры: В. 85, Ш. 99 (доска) / В. 99, Ш. 85 (доска)    Ссылка на каталоги / инвентари: Фото: ? , может быть с другой иконы, см. Рег. № 2.3./3886 и Комментарий.  В источнике: оклад, нет фото, см. Комментарий.",NA,ИКОНА,85,99,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,1,0
Рождество Богородицы (название изначальное); Рождество Богоматери (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Размеры: В. 84, Ш. 57 (доска)    Характер подписи: [?] (см. фото)    Ссылка на каталоги / инвентари: Фото: ?, может относиться к иконе с Рег. № 2.3./3899, требуется уточнение.",NA,ИКОНА,84,57,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,1
Всем скорбящим радость Пресвятой Богродицы (название рукописное; русский; верхнее поле); Богоматерь Всех Скорбящих Радость (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Размеры: В. 35, Ш. 31 (доска)    Характер подписи: (см. Название); [Солнце] (верхнее поле, слева); [Луна] (верхнее поле, справа)",NA,ИКОНА,35,31,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,1
Сошествие во ад / Воскресение Христово (название изначальное); Сошествие во ад / Воскресение Христово и Праздники (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Размеры: В. 39, Ш. 48 (доска) / В. 48, Ш. 39 (доска)    Характер подписи: (см. фото)",NA,ИКОНА,39,48,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,1
Богоматерь Троеручица (название изначальное); Богоматерь Троеручица и Святая (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Стиль: С басмой: поля, средник, Медь ?/ Серебро ?/ Другое ?    Размеры: В. 39, Ш. 29 (доска) / В. 34, Ш. 29 (доска)    Характер подписи: [?] (гравированная)    Ссылка на каталоги / инвентари: В источнике не указан оклад/басма, требуется уточнение;   Размеры: последние указаны на фото, требуется уточнение.",NA,ИКОНА,39,29,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,1,1
Шурочка (название записано; оборотная сторона); Пель Александра Дмитриевна (название изначальное); Портрет девушки (название употребляемое)    Автор: Сычков Федот Васильевич (художник)    Школа / Место издания: Россия    Период оригинала: 1 четверть 20 век,"Стиль: Синий: голубая, прозрачная блуза; Золотистый, Желтый: оторочка ворота; Серый: грунт по бокам    Размеры: В. 60, Ш. 100 (без обрамления, приблизительно)    Характер подписи: Пель А.Д.    Характер подписи: Сычков Ф.В. ""Шурочка"" - Пель Александра Дмитриевна (О. подрамник, бумажная наклейка под прозрачным покрытием, машинопись)    Ссылка на каталоги / инвентари: Состояние: фон картины не прописан по всей поверхности картины; бо краям просматривается грунт.",NA,ЖИВОПИСЬ,60,100,NA,NA,2016-06-14T12:45:15+03:00,ART,1,0,1,1
"Образ Пресвятой Богородицы Всем скорбящим радость (название рукописное; верхнее поле); Богоматерь Всех Скорбящих Радость (название изначальное); Святые перед Богоматерью с младенцем во славе (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия, Невьянск    Период оригинала: середина 19 век","Стиль: Дерево: шпонки торцевые;  Ткань: паволока    Размеры: В. 45, Ш. 37 (доска)    Характер подписи: Писано сей святой образ в лето от сотворения мира 3o3G-го [7365] года от рождества Христова аw-т-нз-го [1857] года месяца генворя в Ц [9] день совершён (рукописная, нижнее поле); Всем скорбящим в кривде [...] радуитеся (рукописная, на свитке перед Ангелом, слева); Всем нам скорбящим [...] заступиница [...] (рукописная, на свитке перед Ангелом, справа); ( тексты на свитках Святых, см. фото)    Ссылка на каталоги / инвентари: Состояние: потемнение олифы; снята позолота. в основном по полям.  Надписи: в источнике не указаны надписи с именами Святых, требуется уточнение.",NA,ИКОНА,45,37,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,1,1
"Процветшее древо, или плоды страданий Христовых (название придуманное); Распятие Господне (название записано; кириллица; вверху, лицевая сторона); Распятие и Воскресение Христово со сценами Ада и Рая (название последнее)    Автор: Аноним (художник)    Школа / Место издания: Россия ?    Период оригинала: 4 четверть 18 век","Стиль: Дерево: 2 струганные доски, скрепленные 2-мя разносторонними врезными фигурными шпонками    Размеры: В. 70, Ш. 90 (доска) / В. 90, Ш. 70 (доска)    Характер подписи: [РАСПЯТIЕ ГДНIЕ] (верхний край)    Ссылка на каталоги / инвентари: В источнике: композиция редкая; Распятый Христос со свитками в руках на Голгофском кресте, в окружении ангелов, евангелистов; справа внизу АД и прикованный цепями к кресту сатана с человеком в руках; слева - сцена Воскресения; вверху в облаках - Рай, за стенами, в центре Саваоф, по сторонам ангелы, над ними херувимы.  Состояние: загрязнение, потемнение олифы.",NA,ИКОНА,70,90,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,1
Неопалимая купина (название изначальное); Богоматерь Неопалимая купина (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Размеры: В. 40, Ш. 30 (доска)",NA,ИКОНА,40,30,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,0
Святой (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 18 век ?; 19 век ?,"Размеры: В. 30, Ш. 20 (доска)    Ссылка на каталоги / инвентари: В источнике не указан вид предмета",NA,ИКОНА,30,20,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,0
Избранные Святые (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Стиль: Другое: роспись, лакировка ?; тусклый матовый ?    Размеры: В. 20, Ш. 30 (доска) / В. 30, Ш. 20 (доска)",NA,ИКОНА,20,30,NA,NA,2016-06-14T12:45:15+03:00,ICON,0,1,0,0
Святитель Николай в житиях  (название употребляемое); Святой Николай Чудотворец с житием (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 18 век ?; 19 век ?,"Стиль: Масло мягких пастельных тонов    Размеры: В. 20, Ш. 30 (доска) / В. 30, Ш. 20 (доска)",NA,ИКОНА,20,30,NA,NA,2016-06-14T12:45:16+03:00,ICON,1,1,0,0
Четыре Святых (название придуманное); Избранные Святые (название употребляемое)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Стиль: С окладом: Дерево ?    Размеры: В. 70, Ш. 50 (в окладе ?)",NA,ИКОНА,70,50,NA,NA,2016-06-14T12:45:16+03:00,ICON,0,1,0,0
Иоанн Пророк (название изначальное); Святой Иоанн Предтеча Креститель (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век ?; 19 век ?,"Стиль: Темпера мягких пастельных тонов    Размеры: В. 30, Ш. 40 (доска) / В. 40, Ш. 30 (доска)",NA,ИКОНА,30,40,NA,NA,2016-06-14T12:45:16+03:00,ICON,0,1,0,0
Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 18 век ?; 19 век ?,"Стиль: Темпера: цвеиной однотонный (?)    Размеры: В. 20, Ш. 30 (доска) / В. 30, Ш. 20 (доска)",NA,ИКОНА,20,30,NA,NA,2016-06-14T12:45:16+03:00,ICON,0,1,0,0
Святой Георгий Победоносец (название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 19 век,"Размеры: В. 25, Ш. 15 (доска)",NA,ИКОНА,25,15,NA,NA,2016-06-14T12:45:16+03:00,ICON,0,1,0,0
Святой Георгий Победоносец (название придуманное); Чудо Георгия Победоносца о змие (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 19 век,"Размеры: В. 25, Ш. 15 (доска)",NA,ИКОНА,25,15,NA,NA,2016-06-14T12:45:16+03:00,ICON,0,1,0,0
Святой Георгий Победоносец (название придуманное); Чудо Георгия Победоносца о змие (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 18 век ?; 19 век ?,"Стиль: Масло мрачных темных тонов    Размеры: В. 20, Ш. 25 (доска) / В. 25, Ш. 20 (доска)",NA,ИКОНА,20,25,NA,NA,2016-06-14T12:45:16+03:00,ICON,1,1,0,0
Святой Георгий Победоносец (название придуманное); Чудо Георгия Победоносца о змие (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 18 век ?; 19 век ?,"Стиль: Масло мягких пастельных тонов    Размеры: В. 15, Ш. 20 (доска) / В. 20, Ш. 15 (доска)",NA,ИКОНА,15,20,NA,NA,2016-06-14T12:45:16+03:00,ICON,1,1,0,0
Святой Георгий Победоносец (название придуманное); Чудо Георгия Победоносца о змие (название последнее)    Автор: Аноним (иконописец)    Школа / Место издания: Россия (народная),"Размеры: В. 50, Ш. 30 (доска)",NA,ИКОНА,50,30,NA,NA,2016-06-14T12:45:16+03:00,ICON,0,1,0,0
"Знамение Пресвятой Богоматери (название старое); Богоматерь Знамение (название изначальное); Богородица Чирская (название придуманное); Богоматерь Знамение Курская (название предполагаемое)    В русском оригинале (переводе): Панагия (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век ?; 19 век ?","Стиль: Темпера: тусклый матовый    Размеры: В. 30, Ш. 40 (доска) / В. 40, Ш. 30 (доска)",NA,ИКОНА,30,40,NA,NA,2016-06-14T12:45:16+03:00,ICON,0,1,0,0
"Богоматерь Чирская (название придуманное); Путеводительница / Богохранимая (название изначальное); Богоматерь Одигитрия Чирская и Псковская (название последнее)    В русском оригинале (переводе): Одигитрия (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век ?; 19 век ?","Стиль: Темпера: тусклый матовый    Размеры: В. 30, Ш. 40 (доска) / В. 40, Ш. 30 (доска)",NA,ИКОНА,30,40,NA,NA,2016-06-14T12:45:16+03:00,ICON,0,1,0,0
"Знамение Пресвятой Богоматери  # Богоматерь Одигитрия Чирская и Псковская (название последнее)    В русском оригинале (переводе): Панагия (греческий, название изначальное) # Одигитрия (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия    Период оригинала: 18 век ?; 19 век ?","Стиль: Темпера: тусклый матовый    Размеры: В. 30, Ш. 40 (доска) / В. 40, Ш. 30 (доска)",NA,ИКОНА,30,40,NA,NA,2016-06-14T12:45:16+03:00,ICON,0,1,0,0
"Иисус Вседержитель (название употребляемое); Иисус Христос Вседержитель (название изначальное); Спас Вседержитель (название придуманное)    В русском оригинале (переводе): Пантократор (греческий, название изначальное)    Автор: Аноним (иконописец); Аноним (мастер)    Школа / Место издания: Россия ?","Стиль: С окладом: Белая ? жесть    Размеры: В. 25, Ш. 15 (в окладе ?)",NA,ИКОНА,25,15,NA,NA,2016-06-14T12:45:16+03:00,ICON,0,1,0,0
"Иисус Вседержитель (название употребляемое); Иисус Христос Вседержитель (название изначальное); Спас Вседержитель (название придуманное)    В русском оригинале (переводе): Пантократор (греческий, название изначальное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия (народная)","Стиль: Масло мрачных темных тонов; Латунь ?/ Бронза ? Медь ?/ Другое ?: оправа    Размеры: В. 25, Ш. 25 (в обрамлении ?)",NA,ИКОНА,25,25,NA,NA,2016-06-14T12:45:16+03:00,ICON,1,1,1,0
Богоматерь Целительница (название изначальное); Богородица Больных Исцеление (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 18 век,"Размеры: В. 35, Ш. 45 (доска) / В. 45, Ш. 35 (доска)",NA,ИКОНА,35,45,NA,NA,2016-06-14T12:45:16+03:00,ICON,0,1,0,0
Богоматерь Целительница (название изначальное); Богородица Больных Исцеление (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 18 век,"Размеры: В. 35, Ш. 45 (доска) / В. 45, Ш. 35 (доска)",NA,ИКОНА,35,45,NA,NA,2016-06-14T12:45:16+03:00,ICON,0,1,0,0
Сюжет из Евангелия (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?    Период оригинала: 18 век ?; 19 век ?,"Стиль: Темпера мягких пастельных тонов    Размеры: В. 20, Ш. 25 (доска) / В. 25, Ш. 20 (доска)",NA,ИКОНА,20,25,NA,NA,2016-06-14T12:45:16+03:00,ICON,0,1,0,0
Достойно есть (название предполагаемое); Богородица с младенцем в четырех образах (название придуманное)    Автор: Аноним (иконописец)    Школа / Место издания: Россия ?,"Размеры: В. 30, Ш. 40 (доска) / В. 40, Ш. 30 (доска)    Ссылка на каталоги / инвентари: В источнике не указаны техника живописи, требуется уточнение.",NA,ИКОНА,30,40,NA,NA,2016-06-14T12:45:16+03:00,ICON,0,1,0,0
